Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group
5816,CRAIGIE HEIGHTS PRIMARY SCHOOL,47 SPINAWAY STREET,CRAIGIE,WA,6025,47 SPINAWAY STREET,CRAIGIE,WA,6025,-31.79004304,115.7602644,08 6206 2200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5126,CRANBROOK PRIMARY SCHOOL,63 KING STREET,CRANBROOK,WA,6321,PO BOX 109,CRANBROOK,WA,6321,-34.29276525,117.5508016,08 9826 0000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
6059,CREANEY EDUCATION SUPPORT CENTRE,50 KINGSLEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.7885222,08 9408 2950,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT
5667,CREANEY PRIMARY SCHOOL,6 CREANEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.7885224,08 9408 2900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5127,CUE PRIMARY SCHOOL,SIMPSON STREET,CUE,WA,6640,PO BOX 58,CUE,WA,6640,-27.42017103,117.8970268,08 9963 0200,MIDWEST,Primary Schools,PRIMARY SCHOOLS
4069,CUNDERDIN DISTRICT HIGH SCHOOL,CUBBINE STREET,CUNDERDIN,WA,6407,CUBBINE STREET,CUNDERDIN,WA,6407,-31.65627,117.243877,08 9635 3300,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS
5757,CURRAMBINE PRIMARY SCHOOL,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,-31.73364969,115.7491022,08 6207 6100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5257,CURTIN PRIMARY SCHOOL,20 GOSS AVENUE,MANNING,WA,6152,20 GOSS AVENUE,MANNING,WA,6152,-32.00690937,115.8737611,08 6455 8050,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4015,CYRIL JACKSON SENIOR CAMPUS,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.9424646,08 9413 4700,NORTH METROPOLITAN,Senior Colleges,SECONDARY SCHOOLS
6048,CYRIL JACKSON SENIOR CAMPUS EDUCATION SUPPORT CENTRE,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.9424646,08 9413 4850,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT
1306,DALE CHRISTIAN COLLEGE WA,150 FORREST ROAD,ARMADALE,WA,6112,150 FORREST ROAD,ARMADALE,WA,6112,-32.15932611,115.9987357,08 9497 1444,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
5131,DALKEITH PRIMARY SCHOOL,44 CIRCE CIRCLE,DALKEITH,WA,6009,PO BOX 5402,DALKEITH,WA,6009,-31.99644115,115.797872,08 9287 7100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5703,DALMAIN PRIMARY SCHOOL,64 DALMAIN STREET,KINGSLEY,WA,6026,64 DALMAIN STREET,KINGSLEY,WA,6026,-31.81392422,115.7907121,08 6207 2200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4070,DALWALLINU DISTRICT HIGH SCHOOL,97 JOHNSTON STREET,DALWALLINU,WA,6609,97 JOHNSTON STREET,DALWALLINU,WA,6609,-30.2704732,116.6610879,08 6661 1500,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS
4183,DALYELLUP COLLEGE,WAKE DRIVE,DALYELLUP,WA,6230,PO BOX 1096,BUNBURY,WA,6231,-33.40385496,115.6257673,08 9797 9200,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS
5779,DALYELLUP PRIMARY SCHOOL,14 HARTOG ROAD,DALYELLUP,WA,6230,PO BOX 679,BUNBURY,WA,6231,-33.39985687,115.6228338,08 9796 5600,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
5133,DAMPIER PRIMARY SCHOOL,42 CHURCH ROAD,DAMPIER,WA,6713,42 CHURCH ROAD,DAMPIER,WA,6713,-20.6644723,116.705717,08 9183 4300,PILBARA,Primary Schools,PRIMARY SCHOOLS
5135,DANDARAGAN PRIMARY SCHOOL,DANDARAGAN ROAD,DANDARAGAN,WA,6507,PO BOX 91,DANDARAGAN,WA,6507,-30.67304886,115.7019541,08 9688 9900,MIDWEST,Primary Schools,PRIMARY SCHOOLS
5136,DARDANUP PRIMARY SCHOOL,HAYWARD STREET,DARDANUP,WA,6236,HAYWARD STREET,DARDANUP,WA,6236,-33.40089693,115.7575813,08 9728 2060,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
5826,DARKAN PRIMARY SCHOOL,DARKAN SOUTH ROAD,DARKAN,WA,6392,DARKAN SOUTH ROAD,DARKAN,WA,6392,-33.33586626,116.7346573,08 6716 8900,WHEATBELT,Primary Schools,PRIMARY SCHOOLS
4116,DARLING RANGE SPORTS COLLEGE,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,-31.97566063,116.0108597,08 9453 0100,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS
5138,DARLINGTON PRIMARY SCHOOL,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,-31.92015078,116.07754,08 9257 4000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5566,DAVALLIA PRIMARY SCHOOL,6 JUNIPER WAY,DUNCRAIG,WA,6023,6 JUNIPER WAY,DUNCRAIG,WA,6023,-31.84104283,115.7874618,08 9246 8750,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5653,DAWSON PARK PRIMARY SCHOOL,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,-31.97788644,115.9999814,08 9483 2000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5691,DAWUL REMOTE COMMUNITY SCHOOL,DOON DOON STATION,KUNUNURRA,WA,6743,PO BOX 1881,KUNUNURRA,WA,6743,-16.306425,128.2465,08 9167 0000,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS
5874,DAYTON PRIMARY SCHOOL,290 ARTHUR STREET,DAYTON,WA,6055,290 ARTHUR STREET,DAYTON,WA,6055,-31.850991,115.975449,08 9461 2750,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5414,DEANMORE PRIMARY SCHOOL,21 DEANMORE ROAD,KARRINYUP,WA,6018,21 DEANMORE ROAD,KARRINYUP,WA,6018,-31.88323747,115.7666076,08 9222 9250,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5767,DENMARK PRIMARY SCHOOL,MITCHELL STREET,DENMARK,WA,6333,MITCHELL STREET,DENMARK,WA,6333,-34.96364766,117.3534296,08 9848 4700,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
4072,DENMARK SENIOR HIGH SCHOOL,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,-34.95741408,117.3645842,08 9848 0100,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS
4073,DERBY DISTRICT HIGH SCHOOL,10 ANDERSON STREET,DERBY,WA,6728,PMB 958,DERBY,WA,6728,-17.30943881,123.633739,08 9193 3000,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS
5144,DIANELLA HEIGHTS PRIMARY SCHOOL,9 BEAMAN STREET,DIANELLA,WA,6059,9 BEAMAN STREET,DIANELLA,WA,6059,-31.88273396,115.8661514,08 9218 1450,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5309,DIANELLA PRIMARY COLLEGE,LAYTHORNE STREET,DIANELLA,WA,6059,LAYTHORNE STREET,DIANELLA,WA,6059,-31.87939428,115.8548645,08 9263 5100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4036,DIANELLA SECONDARY COLLEGE,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,-31.87818209,115.8549027,08 9345 9200,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS
6068,DIANELLA SECONDARY COLLEGE EDUCATION SUPPORT CENTRE,9 LAYTHORNE STREET,DIANELLA,WA,6059,9 LAYTHORNE STREET,DIANELLA,WA,6059,-31.879454,115.853534,08 9345 9272,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT
1405,DIVINE MERCY COLLEGE,326 YANGEBUP ROAD,YANGEBUP,WA,6164,326 YANGEBUP ROAD,YANGEBUP,WA,6164,-32.12468637,115.8251697,08 9417 3267,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
5760,DJIDI DJIDI ABORIGINAL SCHOOL,ERICA ENTRANCE,BUNBURY,WA,6230,ERICA ENTRANCE,BUNBURY,WA,6230,-33.3480231,115.6823564,08 9724 9444,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
5098,DJUGERARI REMOTE COMMUNITY SCHOOL,FOURTH STREET,DJUGERARI COMMUNITY,WA,6765,PO BOX 112,FITZROY CROSSING,WA,6765,-18.988706,125.510396,08 9981 4460,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS
4131,DONGARA DISTRICT HIGH SCHOOL,13 CAVE WAY,DONGARA,WA,6525,13 CAVE WAY,DONGARA,WA,6525,-29.24926582,114.9285663,08 9927 7200,MIDWEST,District High Schools,DISTRICT HIGH SCHOOLS
4074,DONNYBROOK DISTRICT HIGH SCHOOL,10 BENTLEY STREET,DONNYBROOK,WA,6239,10 BENTLEY STREET,DONNYBROOK,WA,6239,-33.57479874,115.8209925,08 9732 4300,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS
5150,DOUBLEVIEW PRIMARY SCHOOL,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,-31.89845085,115.7776617,08 9392 7400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4075,DOWERIN DISTRICT HIGH SCHOOL,35 MEMORIAL AVENUE,DOWERIN,WA,6461,35 MEMORIAL AVENUE,DOWERIN,WA,6461,-31.19174,117.037882,08 9631 4400,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS
5694,DRYANDRA PRIMARY SCHOOL,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,-31.85529627,115.8623522,08 9345 6400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5587,DUDLEY PARK PRIMARY SCHOOL,GILLARK STREET,MANDURAH,WA,6210,PO BOX 915,MANDURAH,WA,6210,-32.54121027,115.735351,08 9586 0650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5773,DUMBLEYUNG PRIMARY SCHOOL,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,-33.31275734,117.7386752,08 9863 2500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS
5575,DUNCRAIG PRIMARY SCHOOL,21 ROCHE ROAD,DUNCRAIG,WA,6023,21 ROCHE ROAD,DUNCRAIG,WA,6023,-31.83197629,115.7707544,08 6224 2150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4129,DUNCRAIG SENIOR HIGH SCHOOL,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,-31.82190527,115.767131,08 6241 5400,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS
5155,DUNSBOROUGH PRIMARY SCHOOL,40 TURNER STREET,DUNSBOROUGH,WA,6281,TURNER STREET,DUNSBOROUGH,WA,6281,-33.60060793,115.0997912,08 9781 3777,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
6029,DURHAM ROAD SCHOOL,37 DURHAM ROAD,BAYSWATER,WA,6053,37 DURHAM ROAD,BAYSWATER,WA,6053,-31.91510281,115.918598,08 9238 0900,NORTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT
5157,DWELLINGUP PRIMARY SCHOOL,10 NEWTON STREET,DWELLINGUP,WA,6213,10 NEWTON STREET,DWELLINGUP,WA,6213,-32.71529394,116.0641876,08 9538 5100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5626,EAST BEECHBORO PRIMARY SCHOOL,BROCKMILL AVENUE,BEECHBORO,WA,6063,BROCKMILL AVENUE,BEECHBORO,WA,6063,-31.87236969,115.9508182,08 6216 1900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5801,EAST BUTLER PRIMARY SCHOOL,7 AMERSHAM CRESCENT,BUTLER,WA,6036,7 AMERSHAM CRESCENT,BUTLER,WA,6036,-31.6437585,115.7117596,08 9561 7777,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5177,EAST FREMANTLE PRIMARY SCHOOL,8 FORREST STREET,FREMANTLE,WA,6160,8 FORREST STREET,FREMANTLE,WA,6160,-32.04789275,115.7591484,08 9432 1200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5627,EAST HAMERSLEY PRIMARY SCHOOL,20 DOON WAY,HAMERSLEY,WA,6022,20 DOON WAY,HAMERSLEY,WA,6022,-31.84763444,115.8186051,08 9462 9550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5201,EAST HAMILTON HILL PRIMARY SCHOOL,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,-32.07753718,115.7892828,08 9487 9300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5232,EAST KALGOORLIE PRIMARY SCHOOL,4 MAFEKING STREET,KALGOORLIE,WA,6430,PO BOX 10501,KALGOORLIE PO,WA,6433,-30.74742189,121.4854297,08 9068 2400,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS
5634,EAST KENWICK PRIMARY SCHOOL,96 KENWICK ROAD,KENWICK,WA,6107,96 KENWICK ROAD,KENWICK,WA,6107,-32.03172749,115.9796025,08 6216 4150,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4123,EAST KIMBERLEY COLLEGE,MANGALOO STREET,KUNUNURRA,WA,6743,PO BOX 617,KUNUNURRA,WA,6743,-15.76888254,128.7361825,08 9168 4400,KIMBERLEY,K-12 SCHOOLS,K-12 SCHOOLS
5571,EAST MADDINGTON PRIMARY SCHOOL,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,-32.05542616,116.0041234,08 9217 8650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5537,EAST MANJIMUP PRIMARY SCHOOL,CNR YOUNG/OCONNOR STREETS,MANJIMUP,WA,6258,O'CONNOR STREET,MANJIMUP,WA,6258,-34.24502646,116.151728,08 9771 9200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
5342,EAST NARROGIN PRIMARY SCHOOL,HOMER STREET,NARROGIN,WA,6312,HOMER STREET,NARROGIN,WA,6312,-32.93547426,117.1883722,08 9882 1600,WHEATBELT,Primary Schools,PRIMARY SCHOOLS
6065,EAST VICTORIA PARK EDUCATION SUPPORT CENTRE,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.9080897,08 6228 0750,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT
5445,EAST VICTORIA PARK PRIMARY SCHOOL,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.9080897,08 6228 0700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5681,EAST WAIKIKI PRIMARY SCHOOL,21 GIBB ROAD,COOLOONGUP,WA,6168,21 GIBB ROAD,COOLOONGUP,WA,6168,-32.3040885,115.7605364,08 9591 6600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5577,EAST WANNEROO PRIMARY SCHOOL,32 HIGH ROAD,WANNEROO,WA,6065,32 HIGH ROAD,WANNEROO,WA,6065,-31.7568505,115.8168149,08 6207 3600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4182,EASTERN GOLDFIELDS COLLEGE,70 CASSIDY STREET,KALGOORLIE,WA,6430,LOCKED BAG 33,KALGOORLIE PO,WA,6433,-30.75101639,121.4753746,08 9092 3100,GOLDFIELDS,Senior Colleges,SECONDARY SCHOOLS
6078,EASTERN GOLDFIELDS EDUCATION SUPPORT CENTRE,BOOMERANG CRESCENT,KALGOORLIE,WA,6430,PMB 9,KALGOORLIE,WA,6433,-30.76705062,121.4788763,08 9092 0000,GOLDFIELDS,Education Support Centres,EDUCATION SUPPORT
4017,EASTERN HILLS SENIOR HIGH SCHOOL,LOT 289 KEANE STREET EAST,MOUNT HELENA,WA,6082,LOT 289 KEANE STREET EAST,MOUNT HELENA,WA,6082,-31.87396818,116.2200892,08 9573 0300,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS
4161,EATON COMMUNITY COLLEGE,20 RECREATION DRIVE,EATON,WA,6232,20 RECREATION DRIVE,EATON,WA,6232,-33.3176055,115.7228908,08 9796 7000,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS
5158,EATON PRIMARY SCHOOL,35 DIADEM STREET,EATON,WA,6232,PO BOX 345,BUNBURY,WA,6231,-33.32181891,115.7028431,08 9796 2600,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
5677,EDDYSTONE PRIMARY SCHOOL,LITTORINA AVENUE,HEATHRIDGE,WA,6027,LITTORINA AVENUE,HEATHRIDGE,WA,6027,-31.76706411,115.7690002,08 9406 5100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5159,EDEN HILL PRIMARY SCHOOL,83A IVANHOE STREET,EDEN HILL,WA,6054,83A IVANHOE STREET,EDEN HILL,WA,6054,-31.89291076,115.9456049,08 6455 0800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5657,EDGEWATER PRIMARY SCHOOL,76 TREETOP AVENUE,EDGEWATER,WA,6027,76 TREETOP AVENUE,EDGEWATER,WA,6027,-31.76289339,115.7804131,08 6207 3200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
1021,EDMUND RICE COLLEGE,3398 BINDOON DEWARS POOL ROAD,BINDOON,WA,6502,3398 BINDOON DEWARS POOL ROAD,BINDOON,WA,6502,-31.31077578,116.1856818,08 9576 5500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
5699,EDNEY PRIMARY SCHOOL,204 NEWBURN ROAD,HIGH WYCOMBE,WA,6057,204 NEWBURN ROAD,HIGH WYCOMBE,WA,6057,-31.94734619,116.0069048,08 6216 4700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5805,ELLEN STIRLING PRIMARY SCHOOL,23 STRATHMORE PARKWAY,ELLENBROOK,WA,6069,23 STRATHMORE PARKWAY,ELLENBROOK,WA,6069,-31.7702501,115.9750095,08 6497 4200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
1424,ELLENBROOK CHRISTIAN COLLEGE,5 SANTONA BOULEVARD,ELLENBROOK,WA,6069,5 SANTONA BOULEVARD,ELLENBROOK,WA,6069,-31.786783,115.959178,08 9297 9297,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
5745,ELLENBROOK PRIMARY SCHOOL,65 FORTESCUE PLACE,ELLENBROOK,WA,6069,LOCKED BAG 3 ELLENBROOK PO,ELLENBROOK,WA,6069,-31.7926892,115.9747992,08 9297 7300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4177,ELLENBROOK SECONDARY COLLEGE,100 MAIN STREET,ELLENBROOK,WA,6069,100 MAIN STREET,ELLENBROOK,WA,6069,-31.78554916,115.9642807,08 9297 9700,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS
5161,EMBLETON PRIMARY SCHOOL,51 PRIESTLEY STREET,EMBLETON,WA,6062,51 PRIESTLEY STREET,EMBLETON,WA,6062,-31.90187965,115.909802,08 9338 9700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
1432,EMMANUEL CATHOLIC COLLEGE,122 HAMMOND ROAD,SUCCESS,WA,6164,122 HAMMOND ROAD,SUCCESS,WA,6164,-32.12857818,115.8400696,08 9414 4000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1288,EMMANUEL CHRISTIAN COMMUNITY SCHOOL,3 SALCOTT ROAD,GIRRAWHEEN,WA,6064,3 SALCOTT ROAD,GIRRAWHEEN,WA,6064,-31.84620429,115.8482622,08 9342 7377,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1550,EMMAUS CATHOLIC PRIMARY SCHOOL,359 ARTHUR STREET,DAYTON,WA,6055,359 ARTHUR STREET,DAYTON,WA,6055,-31.84721343,115.9721543,08 9232 5000,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
6152,ENDEAVOUR EDUCATION SUPPORT CENTRE,38 ENDEAVOUR DRIVE,PORT KENNEDY,WA,6172,38 ENDEAVOUR DRIVE,PORT KENNEDY,WA,6172,-32.37037017,115.7507254,08 9591 6100,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT
5750,ENDEAVOUR PRIMARY SCHOOL,38 ENDEAVOUR DRIVE,PORT KENNEDY,WA,6172,38 ENDEAVOUR DRIVE,PORT KENNEDY,WA,6172,-32.37037017,115.7507254,08 9591 6100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5162,ENEABBA PRIMARY SCHOOL,DEWAR STREET,ENEABBA,WA,6518,"PO BOX 107, DEWAR STREET",ENEABBA,WA,6518,-29.82022038,115.2681635,08 9933 3200,MIDWEST,Primary Schools,PRIMARY SCHOOLS
1481,ESPERANCE ANGLICAN COMMUNITY SCHOOL,5 GRIFFIN STREET,ESPERANCE,WA,6450,5 GRIFFIN STREET,ESPERANCE,WA,6450,-33.87140172,121.8844588,08 9083 2444,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT
1266,ESPERANCE CHRISTIAN SCHOOL,2 BLAKE STREET,ESPERANCE,WA,6450,2 BLAKE STREET,ESPERANCE,WA,6450,-33.86426103,121.8773873,08 9071 2703,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT
6098,ESPERANCE EDUCATION SUPPORT CENTRE,PINK LAKE ROAD,ESPERANCE,WA,6450,PO BOX 696,ESPERANCE,WA,6450,-33.86017872,121.868258,08 9071 9560,GOLDFIELDS,Education Support Centres,EDUCATION SUPPORT
5163,ESPERANCE PRIMARY SCHOOL,103 WINDICH STREET,ESPERANCE,WA,6450,PO BOX 150,ESPERANCE,WA,6450,-33.85981206,121.890272,08 9076 3600,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS
4018,ESPERANCE SENIOR HIGH SCHOOL,PINK LAKE ROAD,ESPERANCE,WA,6450,PO BOX 465,ESPERANCE,WA,6450,-33.86017872,121.868258,08 9071 9555,GOLDFIELDS,Senior High Schools,SECONDARY SCHOOLS
1527,ETON FARM PRIMARY SCHOOL,145 SUMMERFIELD ROAD,SERPENTINE,WA,6125,145 SUMMERFIELD ROAD,SERPENTINE,WA,6125,-32.346434,115.982615,08 9503 2996,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
5790,EXCELSIOR PRIMARY SCHOOL,63 SHREEVE ROAD,CANNING VALE,WA,6155,63 SHREEVE ROAD,CANNING VALE,WA,6155,-32.08181283,115.943661,08 6258 9300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4077,EXMOUTH DISTRICT HIGH SCHOOL,CARPENTER STREET,EXMOUTH,WA,6707,PO BOX 105,EXMOUTH,WA,6707,-21.93316002,114.1242962,08 9947 8888,MIDWEST,District High Schools,DISTRICT HIGH SCHOOLS
1518,FAIRBRIDGE COLLEGE,"FAIRBRIDGE VILLAGE, SOUTH WEST HIGHWAY",PINJARRA,WA,6208,"FAIRBRIDGE VILLAGE, SOUTH WEST HIGHWAY",PINJARRA,WA,6208,-32.60549898,115.9465216,08 9531 7932,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
5167,FAIRVIEW PRIMARY SCHOOL,VERNON STREET,COLLIE,WA,6225,PO BOX 364,COLLIE,WA,6225,-33.34837356,116.1685678,08 9735 2300,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
5706,FALCON PRIMARY SCHOOL,30 BALOO CRESCENT,WANNANUP,WA,6210,PO BOX 5018,FALCON,WA,6210,-32.59274022,115.6429808,08 9584 7100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5622,FALLS ROAD PRIMARY SCHOOL,50 FALLS ROAD,LESMURDIE,WA,6076,50 FALLS ROAD,LESMURDIE,WA,6076,-31.99216242,116.0470185,08 9291 2150,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
4149,FITZROY VALLEY DISTRICT HIGH SCHOOL,FLYNN DRIVE,FITZROY CROSSING,WA,6765,PO BOX 106,FITZROY CROSSING,WA,6765,-18.196468,125.566842,08 9163 8600,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS
5607,FLINDERS PARK PRIMARY SCHOOL,51 YATANA ROAD,ALBANY,WA,6330,51 YATANA ROAD,ALBANY,WA,6330,-34.97824017,117.9300686,08 9892 5200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
5173,FLOREAT PARK PRIMARY SCHOOL,38 CHANDLER AVENUE WEST,FLOREAT,WA,6014,38 CHANDLER AVENUE,FLOREAT,WA,6014,-31.936844,115.79122,08 9205 5600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5688,FOREST CRESCENT PRIMARY SCHOOL,83 FOREST CRESCENT,THORNLIE,WA,6108,83 FOREST CRESCENT,THORNLIE,WA,6108,-32.07607019,115.950007,08 9232 3550,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5613,FORRESTDALE PRIMARY SCHOOL,35 BROOME STREET,FORRESTDALE,WA,6112,35 BROOME STREET,FORRESTDALE,WA,6112,-32.15362108,115.9485362,08 9397 8100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5174,FORRESTFIELD PRIMARY SCHOOL,45 SUSSEX ROAD,FORRESTFIELD,WA,6058,45 SUSSEX ROAD,FORRESTFIELD,WA,6058,-31.99141866,116.0088324,08 9483 2083,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
1412,FOUNDATION CHRISTIAN COLLEGE,115 WALDRON BLVDE,GREENFIELDS,WA,6210,115 WALDRON BLVDE,GREENFIELDS,WA,6210,-32.52931617,115.7622888,08 9586 5444,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
